Iteration,All with BEV100,LFLM with BEV100,All with BEV250
6082,41.36,63.79,84.52
6083,52.61,84.90,92.96
6084,42.88,66.65,85.66
6085,39.42,74.42,81.59
6086,28.36,63.36,73.85
6087,59.73,98.24,81.88
6088,48.95,78.04,90.21
6089,49.58,79.21,90.68
6090,41.24,76.24,82.87
6091,21.74,56.74,69.22
6092,39.77,74.77,81.84
6093,12.53,47.53,62.77
6094,69.25,70.85,81.88
6095,37.59,56.73,81.69
6096,14.70,49.70,64.29
6097,32.07,67.07,76.45
6098,24.35,59.35,71.05
6099,50.70,81.31,91.53
6100,27.13,62.13,72.99
6101,48.14,76.51,89.60
6102,50.22,85.22,89.15
6103,27.34,62.34,73.14
6104,50.49,80.93,91.37
6105,27.40,62.40,73.18
6106,48.76,77.67,90.07
6107,47.21,74.78,88.91
6108,49.59,79.23,90.69
6109,55.71,90.70,95.28
6110,4.69,39.69,57.28
6111,17.92,52.92,66.54
6112,23.79,58.79,70.65
6113,44.09,79.09,84.87
6114,44.32,69.34,86.74
6115,50.16,80.31,91.12
6116,23.17,58.17,70.22
6117,52.34,84.39,92.76
6118,40.71,62.57,84.03
6119,24.90,59.90,71.43
6120,37.10,55.80,81.32
6121,22.61,57.61,69.83
6122,36.06,53.86,80.55
6123,53.62,86.79,93.72
6124,30.53,65.53,75.37
6125,21.91,56.91,69.34
6126,40.26,61.73,83.69
6127,38.13,57.75,82.10
6128,53.30,88.30,91.31
6129,26.76,61.76,72.73
6130,47.10,82.10,86.97
6131,52.83,87.83,90.98
6132,57.13,93.37,96.35
6133,30.91,65.91,75.64
6134,32.36,67.36,76.65
6135,31.38,66.38,75.96
6136,38.23,73.23,80.76
6137,29.79,64.79,74.85
6138,35.85,70.85,79.09
6139,17.32,52.32,66.12
6140,12.63,47.63,62.84
6141,31.97,66.97,76.38
6142,40.25,75.25,82.17
6143,55.39,90.11,95.04
6144,22.58,57.58,69.81
6145,7.53,42.53,59.27
6146,46.91,74.21,88.68
6147,48.45,77.09,89.84
6148,38.34,58.14,82.26
6149,35.22,70.22,78.65
6150,50.50,80.95,91.38
6151,17.91,52.91,66.54
6152,63.56,70.85,81.88
6153,52.34,84.40,92.76
6154,19.84,54.84,67.89
6155,40.45,75.45,82.31
6156,21.93,56.93,69.35
6157,23.31,58.31,70.32
6158,40.38,75.38,82.26
6159,40.13,61.49,83.60
6160,41.08,63.28,84.31
6161,54.05,87.59,94.04
6162,55.20,89.76,94.90
6163,57.09,93.29,96.31
6164,47.19,74.73,88.89
6165,54.38,88.22,94.29
6166,50.94,81.75,91.70
6167,11.34,46.34,61.94
6168,43.78,78.78,84.64
6169,36.61,71.61,79.63
6170,45.84,72.21,87.88
6171,32.63,67.63,76.84
6172,57.05,93.22,96.29
6173,60.59,99.85,81.88
6174,51.18,82.22,91.89
6175,27.53,62.53,73.27
6176,41.41,76.41,82.99
6177,40.76,75.76,82.53
6178,29.03,64.03,74.32
6179,48.33,76.87,89.75
6180,49.55,79.16,90.66
6181,66.54,70.85,81.88
6182,23.04,58.04,70.13
6183,54.19,87.85,94.14
6184,23.90,58.90,70.73
6185,28.30,63.30,73.81
6186,48.05,76.34,89.54
6187,52.94,87.94,91.06
6188,31.36,66.36,75.95
6189,26.14,61.14,72.30
6190,42.00,77.00,83.40
6191,52.78,85.21,93.09
6192,52.33,84.38,92.75
6193,23.28,58.28,70.29
6194,38.24,57.95,82.18
6195,53.28,88.28,91.30
6196,49.44,78.95,90.58
6197,56.50,92.18,95.87
6198,55.56,90.42,95.17
6199,55.27,89.88,94.95
6200,25.36,60.36,71.75
6201,17.74,52.74,66.42
6202,73.43,70.85,81.88
6203,24.70,59.70,71.29
6204,55.30,89.94,94.97
6205,31.10,66.10,75.77
6206,46.59,73.60,88.44
6207,61.19,70.85,81.88
6208,28.37,63.37,73.86
6209,66.35,70.85,81.88
6210,49.95,79.91,90.97
6211,29.47,64.47,74.63
6212,57.86,92.86,94.50
6213,22.38,57.38,69.67
6214,19.73,54.73,67.81
6215,48.51,77.21,89.88
6216,49.81,79.64,90.85
6217,53.88,87.28,93.91
6218,44.08,68.91,86.56
6219,32.75,67.75,76.93
6220,31.14,44.63,76.85
6221,35.43,70.43,78.80
6222,38.39,58.22,82.29
6223,6.30,41.30,58.41
6224,21.37,56.37,68.96
6225,33.71,68.71,77.59
6226,32.79,67.79,76.95
6227,29.37,64.37,74.56
6228,51.19,82.24,91.89
6229,41.36,63.79,84.52
6230,19.62,54.62,67.74
6231,19.14,54.14,67.40
6232,48.44,77.08,89.83
6233,42.61,66.15,85.46
6234,39.74,74.74,81.82
6235,35.45,70.45,78.81
6236,31.40,66.40,75.98
6237,49.45,78.97,90.59
6238,42.38,77.38,83.67
6239,35.67,70.67,78.97
6240,16.52,51.52,65.56
6241,51.01,81.90,91.76
6242,56.78,92.71,96.09
6243,41.24,63.58,84.43
6244,44.45,69.60,86.84
6245,17.73,52.73,66.41
6246,53.66,86.86,93.74
6247,26.05,61.05,72.24
6248,12.66,47.66,62.86
6249,45.47,71.51,87.60
6250,35.52,52.85,80.14
6251,64.12,70.85,81.88
6252,52.12,87.12,90.48
6253,45.55,71.66,87.66
6254,53.26,86.11,93.44
6255,29.26,64.26,74.48
6256,31.37,66.37,75.96
6257,31.73,66.73,76.21
6258,22.86,57.86,70.00
6259,13.91,48.91,63.73
6260,21.47,56.47,69.03
6261,21.71,56.71,69.20
6262,29.09,64.09,74.36
6263,24.49,59.49,71.14
6264,51.76,83.29,92.32
6265,17.37,52.37,66.16
6266,40.88,75.88,82.61
6267,39.77,60.82,83.33
6268,19.52,54.52,67.66
6269,21.97,56.97,69.38
6270,40.05,34.40,53.58
6271,20.29,55.29,68.20
6272,48.62,77.42,89.97
6273,58.78,96.46,97.58
6274,43.18,67.21,85.88
6275,41.64,64.33,84.73
6276,37.94,57.38,81.95
6277,25.82,60.82,72.07
6278,59.71,98.20,81.88
6279,59.03,96.94,97.78
6280,66.73,70.85,81.88
6281,34.72,69.72,78.30
6282,26.40,61.40,72.48
6283,29.81,64.81,74.87
6284,20.33,55.33,68.23
6285,45.78,72.09,87.83
6286,52.32,87.32,90.63
6287,49.39,78.85,90.54
6288,23.13,58.13,70.19
6289,39.55,74.55,81.68
6290,43.51,67.83,86.13
6291,17.70,52.70,66.39
6292,19.37,54.37,67.56
6293,31.00,66.00,75.70
6294,50.44,80.82,91.33
6295,38.52,73.52,80.96
6296,41.56,76.56,83.09
6297,24.65,59.65,71.26
6298,12.72,47.72,62.90
6299,55.29,89.92,94.97
6300,35.56,70.56,78.89
6301,63.00,70.85,81.88
6302,35.67,70.67,78.97
6303,35.32,70.32,78.73
6304,20.59,55.59,68.41
6305,49.45,78.97,90.59
6306,41.09,76.09,82.76
6307,52.78,85.22,93.09
6308,55.64,90.64,92.95
6309,50.57,81.07,91.43
6310,31.25,66.25,75.88
6311,47.69,75.67,89.27
6312,53.61,86.77,93.71
6313,45.47,71.51,87.61
6314,29.34,64.34,74.54
6315,58.49,95.92,97.37
6316,42.25,77.25,83.57
6317,17.67,52.67,66.37
6318,52.41,84.52,92.81
6319,48.08,76.41,89.56
6320,66.02,70.85,81.88
6321,41.03,76.03,82.72
6322,8.73,43.73,60.11
6323,24.38,59.38,71.07
6324,51.01,81.90,91.76
6325,23.11,58.11,70.18
6326,51.22,82.28,91.91
6327,55.04,89.44,94.78
6328,54.01,87.52,94.01
6329,56.18,91.58,95.63
6330,9.10,44.10,60.37
6331,10.76,45.76,61.53
6332,60.80,70.85,81.88
6333,21.27,56.27,68.89
6334,27.18,62.18,73.02
6335,24.92,59.92,71.45
6336,56.58,92.35,95.94
6337,56.57,92.31,95.92
6338,47.31,74.96,88.98
6339,20.91,55.91,68.63
6340,35.10,70.10,78.57
6341,62.79,70.85,81.88
6342,28.03,63.03,73.62
6343,44.97,70.56,87.23
6344,29.47,64.47,74.63
6345,37.45,72.45,80.21
6346,23.79,58.79,70.66
6347,68.89,70.85,81.88
6348,47.77,75.83,89.33
6349,51.18,82.21,91.89
6350,18.23,53.23,66.76
6351,47.15,74.66,88.86
6352,18.71,53.71,67.10
6353,71.87,70.85,81.88
6354,43.02,66.91,85.77
6355,52.19,84.11,92.65
6356,24.64,59.64,71.25
6357,29.01,64.01,74.31
6358,23.04,58.04,70.13
6359,26.67,61.67,72.67
6360,46.61,73.64,88.45
6361,66.58,70.85,81.88
6362,40.44,62.08,83.83
6363,44.75,70.17,87.07
6364,47.03,74.44,88.78
6365,34.11,69.11,77.88
6366,34.96,69.96,78.47
6367,25.23,60.23,71.66
6368,12.39,47.39,62.67
6369,24.30,59.30,71.01
6370,47.82,75.91,89.36
6371,21.75,56.75,69.23
6372,22.99,57.99,70.09
6373,41.51,76.51,83.06
6374,53.34,86.27,93.51
6375,45.13,70.88,87.35
6376,60.30,95.30,96.21
6377,43.08,67.02,85.81
6378,45.50,71.56,87.63
6379,18.43,53.43,66.90
6380,45.91,72.33,87.93
6381,54.98,89.33,94.73
6382,36.07,53.89,80.56
6383,32.18,67.18,76.53
6384,45.09,70.79,87.32
6385,25.67,60.67,71.97
6386,15.63,50.63,64.94
6387,24.52,59.52,71.17
6388,53.64,86.83,93.73
6389,43.89,68.55,86.42
6390,46.47,73.38,88.35
6391,32.04,67.04,76.43
6392,54.73,89.73,92.31
6393,23.07,58.07,70.15
6394,24.06,59.06,70.84
6395,33.91,68.91,77.74
6396,41.07,76.07,82.75
6397,17.56,52.56,66.29
6398,44.33,79.33,85.03
6399,56.87,92.88,96.15
6400,47.23,82.23,87.06
6401,43.63,68.06,86.23
6402,27.97,62.97,73.58
6403,39.24,74.24,81.47
6404,71.55,70.85,81.88
6405,54.32,88.11,94.24
6406,30.85,65.85,75.60
6407,41.57,76.57,83.10
6408,34.97,51.83,79.73
6409,19.94,54.94,67.96
6410,55.43,90.18,95.07
6411,58.57,96.06,97.43
6412,33.04,68.04,77.13
6413,47.35,75.03,89.01
6414,20.86,55.86,68.60
6415,20.48,55.48,68.33
6416,58.46,95.86,97.35
6417,48.45,83.45,87.91
6418,44.63,69.93,86.97
6419,24.61,59.61,71.23
6420,20.58,55.58,68.41
6421,56.47,92.13,95.85
6422,23.75,58.75,70.63
6423,27.49,62.49,73.24
6424,24.84,59.84,71.38
6425,26.36,61.36,72.46
6426,30.29,65.29,75.21
6427,42.03,65.05,85.02
6428,19.67,54.67,67.77
6429,40.29,75.29,82.20
6430,43.85,68.47,86.39
6431,58.16,95.30,97.12
6432,53.08,88.08,91.16
6433,27.47,62.47,73.23
6434,58.40,95.75,97.30
6435,46.42,73.28,88.31
6436,32.82,67.82,76.97
6437,55.75,90.78,95.31
6438,34.21,69.21,77.95
6439,17.15,52.15,66.01
6440,36.45,54.59,80.84
6441,24.63,59.63,71.24
6442,45.16,70.92,87.37
6443,41.80,64.62,84.85
6444,47.34,75.00,89.00
6445,51.79,83.36,92.35
6446,32.92,47.98,78.19
6447,51.12,86.12,89.79
6448,18.19,53.19,66.73
6449,53.06,88.06,91.14
6450,34.54,69.54,78.18
6451,51.54,82.88,92.15
6452,63.57,70.85,81.88
6453,55.71,90.70,95.28
6454,46.39,73.23,88.29
6455,46.48,73.40,88.36
6456,59.50,97.82,81.88
6457,22.94,57.94,70.06
6458,54.01,87.51,94.01
6459,58.50,95.93,97.37
6460,69.70,70.85,81.88
6461,62.48,70.85,81.88
6462,34.04,69.04,77.83
6463,52.63,84.92,92.97
6464,42.80,66.51,85.60
6465,38.30,58.06,82.22
6466,41.94,76.94,83.36
6467,52.32,84.35,92.74
6468,42.21,65.40,85.16
6469,57.34,93.77,96.51
6470,43.23,67.31,85.92
6471,54.23,87.93,94.17
6472,18.67,53.67,67.07
6473,15.56,50.56,64.89
6474,7.61,42.61,59.33
6475,28.98,63.98,74.28
6476,45.75,80.75,86.03
6477,50.75,85.75,89.52
6478,43.95,68.66,86.47
6479,43.53,78.53,84.47
6480,30.77,65.77,75.54
6481,27.03,62.03,72.92
6482,21.54,56.54,69.08
6483,43.94,68.63,86.45
6484,26.38,35.71,73.28
6485,36.52,71.52,79.57
6486,16.84,51.84,65.79
6487,39.40,60.12,83.05
6488,50.40,80.75,91.30
6489,32.69,67.69,76.88
6490,32.44,67.44,76.71
6491,26.29,35.54,73.21
6492,31.05,66.05,75.74
6493,25.31,60.31,71.72
6494,45.68,71.90,87.76
6495,48.81,83.81,88.17
6496,31.85,66.85,76.29
6497,16.23,51.23,65.36
6498,58.64,96.20,97.48
6499,38.14,73.14,80.70
6500,51.10,82.07,91.83
6501,38.87,73.87,81.21
6502,32.85,47.84,78.14
6503,31.14,66.14,75.80
6504,57.95,94.91,96.96
6505,56.84,92.83,96.13
6506,21.14,56.14,68.80
6507,33.27,68.27,77.29
6508,41.69,64.43,84.77
6509,13.42,48.42,63.40
6510,56.86,92.87,96.15
6511,48.00,76.24,89.50
6512,27.24,62.24,73.06
6513,26.04,61.04,72.23
6514,52.01,83.78,92.51
6515,43.04,66.95,85.78
6516,48.29,76.80,89.72
6517,31.27,66.27,75.89
6518,44.52,69.72,86.89
6519,36.90,71.90,79.83
6520,18.69,53.69,67.08
6521,46.79,73.98,88.59
6522,15.38,50.38,64.76
6523,48.81,77.77,90.11
6524,49.68,79.40,90.76
6525,52.96,85.56,93.22
6526,56.80,92.75,96.10
6527,53.60,86.76,93.70
6528,40.86,62.87,84.15
6529,37.99,57.48,81.99
6530,52.24,84.20,92.68
6531,55.90,91.06,95.43
6532,1.34,36.34,54.94
6533,34.08,69.08,77.86
6534,53.54,86.64,93.66
6535,54.17,87.81,94.12
6536,56.02,91.30,95.52
6537,45.28,71.15,87.46
6538,56.52,91.52,93.56
6539,46.38,73.22,88.29
6540,52.48,84.66,92.86
6541,36.71,55.09,81.03
6542,30.01,65.01,75.01
6543,51.72,83.23,92.29
6544,47.81,75.89,89.36
6545,29.23,64.23,74.46
6546,21.38,56.38,68.96
6547,53.59,86.73,93.69
6548,52.24,84.21,92.68
6549,20.14,55.14,68.09
6550,21.24,56.24,68.87
6551,45.05,70.72,87.29
6552,23.01,58.01,70.11
6553,59.69,98.17,81.88
6554,37.05,72.05,79.94
6555,49.83,79.67,90.87
6556,21.42,56.42,68.99
6557,46.19,72.85,88.14
6558,48.18,76.58,89.63
6559,59.95,98.65,81.88
6560,26.19,61.19,72.33
6561,56.45,92.10,95.84
6562,32.50,67.50,76.75
6563,25.16,60.16,71.61
6564,52.38,84.47,92.79
6565,19.66,54.66,67.76
6566,39.73,60.74,83.30
6567,57.23,93.55,96.42
6568,53.27,86.12,93.45
6569,26.11,61.11,72.28
6570,37.12,72.12,79.98
6571,30.77,65.77,75.54
6572,47.65,75.59,89.24
6573,29.82,64.82,74.88
6574,40.47,62.13,83.85
6575,57.03,93.18,96.27
6576,30.11,65.11,75.08
6577,39.77,74.77,81.84
6578,50.03,80.05,91.02
6579,22.81,57.81,69.97
6580,32.64,67.64,76.85
6581,50.39,80.72,91.29
6582,34.43,50.81,79.32
6583,50.87,81.64,91.65
6584,59.60,98.01,81.88
6585,44.58,69.83,86.93
6586,57.17,93.44,96.38
6587,42.22,77.22,83.55
6588,44.31,79.31,85.02
6589,32.38,67.38,76.66
6590,60.86,70.85,81.88
6591,21.88,56.88,69.31
6592,22.41,57.41,69.68
6593,10.01,45.01,61.01
6594,25.88,60.88,72.12
6595,27.24,62.24,73.07
6596,55.34,90.01,95.00
6597,26.81,61.81,72.77
6598,33.76,68.76,77.63
6599,35.45,70.45,78.81
6600,34.34,69.34,78.04
6601,42.27,65.51,85.20
6602,37.33,56.24,81.50
6603,44.89,70.42,87.17
6604,17.14,52.14,66.00
6605,43.11,78.11,84.17
6606,53.01,85.63,93.25
6607,51.08,82.03,91.81
6608,24.10,59.10,70.87
6609,45.35,71.28,87.51
6610,33.85,68.85,77.70
6611,50.97,81.82,91.73
6612,50.77,81.44,91.58
6613,36.52,71.52,79.57
6614,30.24,65.24,75.17
6615,18.05,53.05,66.64
6616,31.82,66.82,76.27
6617,35.58,70.58,78.91
6618,23.46,58.46,70.42
6619,58.78,96.45,97.58
6620,34.38,50.71,79.28
6621,24.40,59.40,71.08
6622,34.88,69.88,78.42
6623,20.76,55.76,68.53
6624,56.00,91.26,95.50
6625,27.88,62.88,73.52
6626,26.11,61.11,72.28
6627,11.72,46.72,62.20
6628,32.14,67.14,76.50
6629,49.60,84.60,88.72
6630,50.76,81.43,91.57
6631,28.60,63.60,74.02
6632,37.06,55.74,81.29
6633,31.66,66.66,76.16
6634,46.05,72.59,88.03
6635,36.49,54.67,80.87
6636,31.78,66.78,76.25
6637,49.62,79.29,90.72
6638,52.93,85.49,93.20
6639,50.29,80.54,91.21
6640,30.73,65.73,75.51
6641,57.10,93.32,96.33
6642,58.44,95.83,97.33
6643,25.54,60.54,71.88
6644,57.19,93.48,96.39
6645,42.34,65.63,85.25
6646,45.85,72.21,87.88
6647,35.54,52.88,80.15
6648,17.81,52.81,66.47
6649,45.85,72.23,87.89
6650,50.06,80.11,91.05
6651,27.09,62.09,72.96
6652,44.13,79.13,84.89
6653,27.48,62.48,73.24
6654,46.69,81.69,86.68
6655,33.07,68.07,77.15
6656,55.33,90.00,95.00
6657,58.75,96.40,97.56
6658,34.59,69.59,78.22
6659,38.98,59.35,82.74
6660,34.21,69.21,77.94
6661,23.56,58.56,70.49
6662,47.65,75.60,89.24
6663,22.03,57.03,69.42
6664,48.88,77.89,90.16
6665,28.53,63.53,73.97
6666,54.46,88.36,94.34
6667,48.70,77.56,90.02
6668,43.20,78.20,84.24
6669,52.45,84.60,92.84
6670,32.74,67.74,76.91
6671,37.49,72.49,80.24
6672,40.30,75.30,82.21
6673,47.32,74.98,88.99
6674,22.59,57.59,69.81
6675,57.37,93.82,96.53
6676,49.56,79.17,90.67
6677,46.87,74.14,88.66
6678,22.96,57.96,70.07
6679,22.31,57.31,69.62
6680,47.60,75.51,89.20
6681,25.81,60.81,72.07
6682,43.49,67.80,86.12
6683,48.82,77.78,90.11
6684,18.59,53.59,67.01
6685,32.95,67.95,77.06
6686,47.61,75.51,89.21
6687,19.52,54.52,67.67
6688,31.30,66.30,75.91
6689,44.06,79.06,84.84
6690,37.92,72.92,80.54
6691,12.80,47.80,62.96
6692,51.12,86.12,89.79
6693,51.28,82.40,91.96
6694,56.61,92.39,95.96
6695,52.08,83.91,92.56
6696,51.38,82.58,92.03
6697,52.64,84.96,92.98
6698,47.71,82.71,87.40
6699,22.12,57.12,69.49
6700,38.89,73.89,81.22
6701,38.67,73.67,81.07
6702,54.57,88.56,94.42
6703,63.04,70.85,81.88
6704,58.58,96.08,97.43
6705,45.45,71.47,87.59
6706,32.72,47.59,78.04
6707,27.77,38.32,74.33
6708,41.44,76.44,83.01
6709,9.66,44.66,60.76
6710,55.21,89.77,94.91
6711,52.63,84.93,92.97
6712,26.01,61.01,72.21
6713,51.24,82.32,91.93
6714,37.40,72.40,80.18
6715,22.16,57.16,69.51
6716,47.49,75.30,89.12
6717,21.93,56.93,69.35
6718,40.56,62.31,83.92
6719,61.68,70.85,81.88
6720,47.81,75.89,89.35
6721,46.53,73.50,88.40
6722,60.92,70.85,81.88
6723,27.67,62.67,73.37
6724,44.66,69.99,87.00
6725,29.95,64.95,74.96
6726,41.90,64.81,84.92
6727,28.50,63.50,73.95
6728,23.48,58.48,70.44
6729,60.80,70.85,81.88
6730,40.72,75.72,82.50
6731,27.17,62.17,73.02
6732,56.58,92.34,95.93
6733,44.79,70.23,87.09
6734,37.45,72.45,80.22
6735,27.87,62.87,73.51
6736,56.77,92.70,96.08
6737,27.80,62.80,73.46
6738,26.32,61.32,72.43
6739,22.93,57.93,70.05
6740,41.13,63.37,84.35
6741,52.53,87.53,90.77
6742,34.42,69.42,78.10
6743,17.78,52.78,66.44
6744,55.40,90.12,95.05
6745,40.05,61.34,83.54
6746,11.34,46.34,61.94
6747,48.39,76.98,89.79
6748,67.93,70.85,81.88
6749,37.46,72.46,80.22
6750,56.67,92.51,96.00
6751,28.74,40.14,75.06
6752,56.94,93.02,96.21
6753,37.93,72.93,80.55
6754,44.94,70.51,87.21
6755,55.72,90.72,95.29
6756,39.84,74.84,81.89
6757,54.70,88.82,94.53
6758,31.61,66.61,76.13
6759,49.64,79.32,90.73
6760,53.00,85.63,93.25
6761,51.65,86.65,90.16
6762,37.30,56.19,81.47
6763,17.08,52.08,65.96
6764,8.16,43.16,59.71
6765,26.85,61.85,72.80
6766,19.04,54.04,67.32
6767,32.17,67.17,76.52
6768,56.18,91.59,95.64
6769,37.47,72.47,80.23
6770,42.45,65.84,85.34
6771,40.85,75.85,82.60
6772,38.87,59.13,82.65
6773,55.05,89.47,94.79
6774,45.98,72.46,87.99
6775,35.64,70.64,78.95
6776,39.92,74.92,81.95
6777,21.41,56.41,68.99
6778,26.03,61.03,72.22
6779,35.25,70.25,78.68
6780,60.47,99.63,81.88
6781,48.26,76.74,89.70
6782,47.25,74.84,88.94
6783,20.35,55.35,68.25
6784,49.02,78.17,90.27
6785,20.35,55.35,68.24
6786,41.60,64.26,84.70
6787,47.23,74.81,88.92
6788,48.84,77.82,90.13
6789,6.81,41.81,58.77
6790,31.50,66.50,76.05
6791,49.52,84.52,88.66
6792,26.16,61.16,72.31
6793,49.87,79.75,90.90
6794,52.56,84.80,92.92
6795,61.60,70.85,81.88
6796,30.44,65.44,75.31
6797,63.54,70.85,81.88
6798,51.79,83.36,92.34
6799,33.97,68.97,77.78
6800,52.91,85.46,93.18
6801,61.07,70.85,81.88
6802,59.44,97.70,98.08
6803,53.42,86.42,93.57
6804,26.96,61.96,72.87
6805,45.79,72.10,87.84
6806,12.63,47.63,62.84
6807,32.56,67.56,76.80
6808,48.30,76.81,89.72
6809,46.29,81.29,86.41
6810,27.59,62.59,73.31
6811,58.90,96.69,97.68
6812,36.27,71.27,79.39
6813,68.39,70.85,81.88
6814,27.73,62.73,73.41
6815,12.43,47.43,62.70
6816,26.28,61.28,72.40
6817,37.20,56.00,81.40
6818,46.88,81.88,86.82
6819,57.43,93.93,96.57
6820,45.51,71.58,87.63
6821,33.71,68.71,77.59
6822,36.21,71.21,79.34
6823,43.88,78.88,84.71
6824,36.56,71.56,79.59
6825,54.25,87.97,94.19
6826,70.18,70.85,81.88
6827,33.65,68.65,77.56
6828,58.63,96.19,97.48
6829,39.32,59.97,82.99
6830,15.07,50.07,64.55
6831,29.35,64.35,74.54
6832,40.40,75.40,82.28
6833,33.37,68.37,77.36
6834,54.25,87.98,94.19
6835,22.45,57.45,69.72
6836,9.43,44.43,60.60
6837,16.45,51.45,65.51
6838,32.16,67.16,76.51
6839,51.82,83.42,92.37
6840,40.79,75.79,82.55
6841,47.72,75.72,89.29
6842,50.68,81.27,91.51
6843,23.19,58.19,70.23
6844,57.14,93.39,96.36
6845,56.20,91.62,95.65
6846,27.28,62.28,73.10
6847,22.33,57.33,69.63
6848,25.30,60.30,71.71
6849,7.05,42.05,58.93
6850,53.54,86.64,93.66
6851,8.07,43.07,59.65
6852,47.44,75.20,89.08
6853,57.99,94.97,96.99
6854,28.21,63.21,73.75
6855,52.89,85.43,93.17
6856,45.24,71.08,87.43
6857,13.34,48.34,63.34
6858,7.89,42.89,59.52
6859,43.93,78.93,84.75
6860,45.38,71.34,87.53
6861,74.81,70.85,81.88
6862,47.46,75.23,89.09
6863,37.15,72.15,80.00
6864,17.19,52.19,66.03
6865,54.54,88.51,94.40
6866,36.42,71.42,79.49
6867,40.42,75.42,82.29
6868,23.52,58.52,70.46
6869,36.38,71.38,79.47
6870,7.62,42.62,59.33
6871,10.88,45.88,61.61
6872,34.07,69.07,77.85
6873,13.13,48.13,63.19
6874,21.61,56.61,69.12
6875,63.92,70.85,81.88
6876,42.41,65.76,85.30
6877,20.27,55.27,68.19
6878,44.21,79.21,84.94
6879,37.15,72.15,80.01
6880,20.49,55.49,68.34
6881,38.43,73.43,80.90
6882,27.12,62.12,72.99
6883,43.29,78.29,84.31
6884,48.20,76.63,89.65
6885,38.64,73.64,81.05
6886,41.59,76.59,83.11
6887,7.16,42.16,59.01
6888,31.15,66.15,75.81
6889,43.36,78.36,84.35
6890,12.34,47.34,62.64
6891,49.54,79.13,90.65
6892,40.82,75.82,82.57
6893,33.68,68.68,77.57
6894,49.78,79.59,90.83
6895,25.67,60.67,71.97
6896,28.79,63.79,74.15
6897,57.68,94.40,96.76
6898,62.81,70.85,81.88
6899,29.74,64.74,74.82
6900,33.24,68.24,77.27
6901,64.14,70.85,81.88
6902,31.82,66.82,76.27
6903,67.15,70.85,81.88
6904,36.07,71.07,79.25
6905,42.15,65.29,85.12
6906,26.91,61.91,72.84
6907,62.13,70.85,81.88
6908,43.47,67.76,86.11
6909,29.81,64.81,74.87
6910,41.81,76.81,83.27
6911,23.03,58.03,70.12
6912,41.48,76.48,83.04
6913,52.37,84.44,92.77
6914,51.88,83.53,92.41
6915,7.10,42.10,58.97
6916,63.68,70.85,81.88
6917,54.27,88.01,94.20
6918,43.58,67.96,86.19
6919,51.29,82.42,91.97
6920,35.95,70.95,79.16
6921,33.44,68.44,77.41
6922,13.37,48.37,63.36
6923,43.45,67.72,86.09
6924,56.85,92.84,96.13
6925,52.21,84.15,92.66
6926,50.34,80.64,91.26
6927,56.33,91.87,95.75
6928,16.95,51.95,65.86
6929,56.54,92.26,95.91
6930,31.83,66.83,76.28
6931,48.32,76.85,89.74
6932,25.03,60.03,71.52
6933,40.58,62.34,83.93
6934,58.46,95.86,97.34
6935,61.22,70.85,81.88
6936,32.98,67.98,77.09
6937,44.69,70.04,87.01
6938,46.47,73.38,88.35
6939,48.12,76.48,89.59
6940,56.36,91.92,95.77
6941,37.70,72.70,80.39
6942,25.14,60.14,71.60
6943,64.37,70.85,81.88
6944,49.21,78.52,90.41
6945,38.09,73.09,80.67
6946,36.53,71.53,79.57
6947,52.87,85.37,93.15
6948,54.75,88.91,94.56
6949,43.65,68.09,86.24
6950,23.35,58.35,70.35
6951,4.26,39.26,56.98
6952,50.14,80.26,91.11
6953,51.04,81.94,91.78
6954,35.42,70.42,78.79
6955,40.99,63.10,84.24
6956,57.51,94.08,96.63
6957,53.06,85.74,93.30
6958,23.05,58.05,70.13
6959,35.39,70.39,78.77
6960,46.27,73.01,88.20
6961,50.71,85.71,89.50
6962,70.89,70.85,81.88
6963,30.82,65.82,75.57
6964,31.88,66.88,76.32
6965,21.77,56.77,69.24
6966,16.02,51.02,65.21
6967,17.07,52.07,65.95
6968,54.75,88.90,94.56
6969,50.76,81.42,91.57
6970,22.75,57.75,69.92
6971,32.78,67.78,76.95
6972,62.47,70.85,81.88
6973,56.40,91.99,95.80
6974,57.35,93.78,96.51
6975,38.46,58.36,82.34
6976,30.03,65.03,75.02
6977,23.63,58.63,70.54
6978,26.22,61.22,72.35
6979,44.77,79.77,85.34
6980,35.08,70.08,78.56
6981,12.88,47.88,63.02
6982,23.25,58.25,70.27
6983,44.07,79.07,84.85
6984,20.30,55.30,68.21
6985,44.49,69.68,86.87
6986,41.82,64.66,84.86
6987,63.49,70.85,81.88
6988,48.56,77.29,89.92
6989,27.98,62.98,73.59
6990,47.06,74.49,88.80
6991,26.09,61.09,72.26
6992,32.17,67.17,76.52
6993,35.79,70.79,79.05
6994,47.41,75.13,89.05
6995,56.14,91.51,95.60
6996,31.17,66.17,75.82
6997,36.81,71.81,79.76
6998,60.55,99.78,81.88
6999,35.88,70.88,79.12
7000,50.19,80.35,91.14
7001,16.75,51.75,65.72
7002,52.32,84.35,92.74
7003,38.60,73.60,81.02
7004,40.61,75.61,82.43
7005,44.66,69.98,86.99
7006,28.69,63.69,74.08
7007,57.96,94.93,96.97
7008,25.06,60.06,71.54
7009,41.13,76.13,82.79
7010,44.59,79.59,85.21
7011,51.48,82.77,92.11
7012,48.17,83.17,87.72
