Iteration,All with BEV100,LFLM with BEV100,All with BEV250
5151,44.35,69.41,86.76
5152,35.14,52.14,79.86
5153,57.36,93.81,96.52
5154,13.89,48.89,63.72
5155,45.79,72.10,87.84
5156,34.76,69.76,78.33
5157,29.72,64.72,74.81
5158,39.93,74.93,81.95
5159,44.32,69.35,86.74
5160,22.95,57.95,70.07
5161,32.03,67.03,76.42
5162,65.89,70.85,81.88
5163,46.10,81.10,86.27
5164,23.13,58.13,70.19
5165,39.16,74.16,81.41
5166,47.60,75.51,89.20
5167,45.66,71.87,87.75
5168,29.62,64.62,74.73
5169,39.91,61.08,83.43
5170,27.85,62.85,73.49
5171,32.07,67.07,76.45
5172,27.58,62.58,73.31
5173,35.40,70.40,78.78
5174,60.25,99.23,81.88
5175,46.55,73.53,88.41
5176,41.77,64.56,84.83
5177,29.80,42.12,75.85
5178,42.88,77.88,84.02
5179,35.98,70.98,79.19
5180,33.17,68.17,77.22
5181,24.42,59.42,71.10
5182,48.63,83.63,88.04
5183,42.72,66.35,85.54
5184,53.18,85.96,93.38
5185,19.24,54.24,67.47
5186,40.16,75.16,82.11
5187,52.00,83.74,92.50
5188,48.15,83.15,87.70
5189,54.18,87.83,94.13
5190,49.85,79.73,90.89
5191,46.06,72.60,88.04
5192,20.96,55.96,68.67
5193,31.52,66.52,76.06
5194,47.72,75.73,89.29
5195,29.13,64.13,74.39
5196,54.67,88.75,94.50
5197,38.75,73.75,81.12
5198,34.85,69.85,78.40
5199,48.28,76.78,89.71
5200,24.10,59.10,70.87
5201,34.58,69.58,78.20
5202,46.46,81.46,86.52
5203,43.12,78.12,84.18
5204,31.76,66.76,76.23
5205,23.00,58.00,70.10
5206,38.74,73.74,81.12
5207,22.09,57.09,69.46
5208,40.03,61.30,83.52
5209,33.31,68.31,77.31
5210,41.96,64.92,84.97
5211,65.85,70.85,81.88
5212,40.36,61.92,83.77
5213,28.17,63.17,73.72
5214,53.33,86.25,93.50
5215,52.46,84.61,92.84
5216,37.20,56.00,81.40
5217,48.06,76.37,89.55
5218,48.47,77.12,89.85
5219,52.35,84.40,92.76
5220,23.52,58.52,70.46
5221,45.25,71.09,87.44
5222,20.72,55.72,68.50
5223,43.60,68.00,86.20
5224,26.28,61.28,72.39
5225,21.82,56.82,69.28
5226,24.23,59.23,70.96
5227,40.14,75.14,82.10
5228,30.66,65.66,75.46
5229,65.78,70.85,81.88
5230,22.80,57.80,69.96
5231,33.50,68.50,77.45
5232,34.40,69.40,78.08
5233,15.02,50.02,64.52
5234,30.46,65.46,75.32
5235,48.60,77.38,89.95
5236,52.21,84.14,92.66
5237,63.99,70.85,81.88
5238,36.48,71.48,79.54
5239,22.91,57.91,70.04
5240,26.00,61.00,72.20
5241,31.47,66.47,76.03
5242,51.30,86.30,89.91
5243,29.12,64.12,74.39
5244,63.29,70.85,81.88
5245,36.52,71.52,79.56
5246,49.40,78.88,90.55
5247,39.59,74.59,81.71
5248,44.17,69.06,86.63
5249,23.84,58.84,70.68
5250,51.99,83.74,92.50
5251,15.97,50.97,65.18
5252,51.09,82.03,91.81
5253,32.25,67.25,76.57
5254,23.25,58.25,70.28
5255,43.14,78.14,84.20
5256,44.45,69.59,86.84
5257,53.71,86.96,93.78
5258,50.82,81.54,91.61
5259,40.47,62.14,83.85
5260,33.09,68.09,77.17
5261,44.30,69.32,86.73
5262,47.50,75.32,89.13
5263,41.92,64.85,84.94
5264,40.16,61.55,83.62
5265,41.84,76.84,83.29
5266,18.31,53.31,66.82
5267,59.86,98.49,81.88
5268,26.32,61.32,72.43
5269,29.78,42.08,75.83
5270,36.36,71.36,79.45
5271,62.70,70.85,81.88
5272,50.06,80.11,91.04
5273,31.28,66.28,75.90
5274,64.32,70.85,81.88
5275,48.27,76.75,89.70
5276,57.09,93.29,96.31
5277,56.98,93.08,96.23
5278,47.69,75.67,89.27
5279,44.55,69.78,86.91
5280,48.11,83.11,87.68
5281,53.09,85.80,93.32
5282,44.44,69.58,86.83
5283,17.93,52.93,66.55
5284,35.24,70.24,78.67
5285,33.73,68.73,77.61
5286,32.36,67.36,76.65
5287,53.86,87.24,93.90
5288,60.19,99.11,81.88
5289,18.70,53.70,67.09
5290,53.48,86.53,93.61
5291,24.79,59.79,71.36
5292,39.26,74.26,81.48
5293,47.31,82.31,87.12
5294,37.48,72.48,80.24
5295,47.25,74.85,88.94
5296,27.64,62.64,73.35
5297,39.03,74.03,81.32
5298,27.76,62.76,73.44
5299,26.10,61.10,72.27
5300,18.67,53.67,67.07
5301,15.56,50.56,64.89
5302,36.82,71.82,79.77
5303,47.65,75.60,89.24
5304,30.80,65.80,75.56
5305,28.81,63.81,74.17
5306,41.02,63.16,84.27
5307,38.47,73.47,80.93
5308,67.26,70.85,81.88
5309,28.93,63.93,74.25
5310,40.63,62.42,83.97
5311,34.93,69.93,78.45
5312,42.46,77.46,83.72
5313,42.82,77.82,83.97
5314,52.24,84.21,92.68
5315,29.67,64.67,74.77
5316,18.91,53.91,67.23
5317,40.21,75.21,82.15
5318,34.05,69.05,77.84
5319,49.65,79.34,90.74
5320,43.88,78.88,84.72
5321,52.98,85.58,93.23
5322,39.18,74.18,81.43
5323,23.06,58.06,70.14
5324,47.26,82.26,87.08
5325,52.58,84.85,92.94
5326,60.43,99.56,81.88
5327,41.69,64.43,84.77
5328,54.93,89.25,94.70
5329,33.41,68.41,77.39
5330,56.48,92.14,95.86
5331,47.94,76.15,89.46
5332,42.00,65.01,85.00
5333,41.11,63.33,84.33
5334,50.25,80.47,91.19
5335,41.84,64.70,84.88
5336,39.48,60.27,83.11
5337,44.42,69.53,86.81
5338,28.42,63.42,73.89
5339,47.19,74.73,88.89
5340,12.25,47.25,62.58
5341,58.02,95.03,97.01
5342,25.56,60.56,71.89
5343,52.95,85.54,93.21
5344,39.78,60.84,83.34
5345,50.95,81.78,91.71
5346,22.55,57.55,69.78
5347,58.46,95.86,97.34
5348,57.58,94.21,96.68
5349,60.29,99.29,81.88
5350,47.80,75.87,89.35
5351,42.53,77.53,83.77
5352,49.05,78.22,90.29
5353,31.87,66.87,76.31
5354,21.79,56.79,69.25
5355,15.06,50.06,64.54
5356,46.86,74.10,88.64
5357,39.83,74.83,81.88
5358,55.96,91.17,95.47
5359,62.32,70.85,81.88
5360,47.00,74.38,88.75
5361,31.09,66.09,75.77
5362,10.38,45.38,61.27
5363,43.31,67.45,85.98
5364,10.42,45.42,61.29
5365,50.93,81.75,91.70
5366,45.62,80.62,85.93
5367,27.86,62.86,73.50
5368,29.65,64.65,74.75
5369,51.78,83.33,92.33
5370,64.98,70.85,81.88
5371,49.42,78.91,90.57
5372,44.16,79.16,84.91
5373,34.32,69.32,78.03
5374,45.40,80.40,85.78
5375,12.88,47.88,63.02
5376,31.94,66.94,76.36
5377,50.27,80.51,91.21
5378,46.72,81.72,86.71
5379,52.78,85.22,93.09
5380,32.96,67.96,77.08
5381,22.59,57.59,69.81
5382,38.00,57.50,82.00
5383,54.42,88.29,94.32
5384,24.01,59.01,70.81
5385,52.37,84.44,92.78
5386,31.44,66.44,76.01
5387,24.53,59.53,71.17
5388,4.98,39.98,57.48
5389,27.07,62.07,72.95
5390,30.40,65.40,75.28
5391,43.57,67.94,86.18
5392,47.55,75.41,89.16
5393,48.93,77.99,90.20
5394,55.08,89.52,94.81
5395,34.76,69.76,78.33
5396,27.74,62.74,73.42
5397,29.43,64.43,74.60
5398,50.80,81.49,91.60
5399,44.18,69.09,86.64
5400,53.35,86.29,93.51
5401,42.33,65.62,85.25
5402,39.53,74.53,81.67
5403,7.72,42.72,59.40
5404,22.24,57.24,69.57
5405,29.30,64.30,74.51
5406,42.61,77.61,83.82
5407,60.21,99.14,81.88
5408,53.04,85.69,93.28
5409,50.10,80.18,91.07
5410,38.11,73.11,80.68
5411,42.54,66.01,85.40
5412,31.49,66.49,76.04
5413,44.64,79.64,85.24
5414,46.17,72.83,88.13
5415,30.28,65.28,75.20
5416,58.68,96.28,97.51
5417,55.33,90.00,95.00
5418,43.87,78.87,84.71
5419,47.44,75.19,89.08
5420,33.78,68.78,77.65
5421,43.45,67.72,86.09
5422,38.84,59.08,82.63
5423,52.32,84.36,92.74
5424,33.27,68.27,77.29
5425,22.01,57.01,69.41
5426,52.29,84.30,92.72
5427,41.63,76.63,83.14
5428,23.17,58.17,70.22
5429,25.38,60.38,71.77
5430,39.38,60.08,83.03
5431,23.75,58.75,70.62
5432,57.01,93.15,96.26
5433,57.75,94.52,96.81
5434,41.61,76.61,83.13
5435,24.28,59.28,71.00
5436,0.87,35.87,54.61
5437,44.81,70.26,87.10
5438,69.84,70.85,81.88
5439,40.06,75.06,82.04
5440,47.55,75.41,89.16
5441,27.23,62.23,73.06
5442,44.87,79.87,85.41
5443,19.83,54.83,67.88
5444,46.98,74.34,88.74
5445,23.70,58.70,70.59
5446,44.05,68.84,86.53
5447,44.62,69.91,86.96
5448,16.39,51.39,65.47
5449,38.11,73.11,80.68
5450,31.89,66.89,76.32
5451,51.85,83.47,92.39
5452,38.32,73.32,80.82
5453,47.50,75.31,89.12
5454,42.37,65.70,85.28
5455,41.00,76.00,82.70
5456,5.18,40.18,57.63
5457,28.57,63.57,74.00
5458,42.45,65.85,85.34
5459,42.58,66.08,85.43
5460,25.39,60.39,71.78
5461,40.79,75.79,82.55
5462,30.58,65.58,75.41
5463,45.48,80.48,85.84
5464,50.59,81.11,91.44
5465,33.96,68.96,77.77
5466,33.28,68.28,77.29
5467,45.22,71.04,87.42
5468,46.15,72.77,88.11
5469,65.09,70.85,81.88
5470,34.67,69.67,78.27
5471,39.93,61.11,83.44
5472,49.20,84.20,88.44
5473,53.49,86.54,93.62
5474,28.55,63.55,73.98
5475,59.96,98.68,81.88
5476,24.24,59.24,70.96
5477,51.03,81.94,91.77
5478,19.41,54.41,67.59
5479,60.92,70.85,81.88
5480,30.91,65.91,75.64
5481,54.08,87.66,94.06
5482,37.95,72.95,80.56
5483,50.44,80.83,91.33
5484,32.59,67.59,76.81
5485,24.22,59.22,70.96
5486,40.02,61.29,83.52
5487,54.19,87.85,94.14
5488,49.26,78.62,90.45
5489,56.69,92.55,96.02
5490,42.99,77.99,84.09
5491,47.87,76.00,89.40
5492,50.87,81.63,91.65
5493,23.68,58.68,70.57
5494,55.98,91.21,95.49
5495,28.42,63.42,73.89
5496,25.57,60.57,71.90
5497,59.83,98.43,81.88
5498,41.56,76.56,83.09
5499,46.49,73.42,88.37
5500,12.84,47.84,62.99
5501,18.62,53.62,67.03
5502,20.48,55.48,68.34
5503,46.19,81.19,86.33
5504,31.68,66.68,76.17
5505,49.27,78.63,90.45
5506,40.09,61.42,83.57
5507,30.22,65.22,75.15
5508,51.43,82.67,92.07
5509,18.80,53.80,67.16
5510,19.72,54.72,67.80
5511,50.17,80.32,91.13
5512,53.64,86.83,93.73
5513,27.15,62.15,73.00
5514,44.73,70.12,87.05
5515,52.58,84.85,92.94
5516,50.55,81.03,91.41
5517,14.59,49.59,64.21
5518,27.82,62.82,73.48
5519,18.26,53.26,66.78
5520,33.91,68.91,77.73
5521,29.71,64.71,74.80
5522,64.41,70.85,81.88
5523,67.51,70.85,81.88
5524,21.13,56.13,68.79
5525,46.01,72.52,88.01
5526,48.26,83.26,87.78
5527,34.34,50.63,79.25
5528,54.03,87.56,94.02
5529,34.66,69.66,78.26
5530,20.37,55.37,68.26
5531,39.90,61.06,83.43
5532,17.66,52.66,66.36
5533,43.02,66.91,85.76
5534,35.72,70.72,79.01
5535,24.94,59.94,71.46
5536,19.70,54.70,67.79
5537,55.57,90.45,95.18
5538,20.84,55.84,68.59
5539,41.99,64.98,84.99
5540,58.62,93.62,95.03
5541,53.01,85.63,93.25
5542,36.83,71.83,79.78
5543,47.59,75.48,89.19
5544,27.66,62.66,73.36
5545,25.00,60.00,71.50
5546,19.34,54.34,67.54
5547,46.76,73.92,88.57
5548,50.61,81.15,91.46
5549,57.56,94.17,96.67
5550,40.30,61.80,83.72
5551,35.72,53.23,80.29
5552,18.55,53.55,66.99
5553,18.67,53.67,67.07
5554,36.23,71.23,79.36
5555,23.78,58.78,70.65
5556,48.42,77.03,89.81
5557,33.43,68.43,77.40
5558,63.81,70.85,81.88
5559,36.05,53.85,80.54
5560,51.08,86.08,89.76
5561,11.10,46.10,61.77
5562,31.84,66.84,76.29
5563,52.25,84.22,92.69
5564,48.67,83.67,88.07
5565,25.95,60.95,72.17
5566,18.94,53.94,67.26
5567,30.09,65.09,75.06
5568,27.04,62.04,72.92
5569,53.79,87.10,93.84
5570,5.87,40.87,58.11
5571,16.69,51.69,65.68
5572,12.65,47.65,62.85
5573,34.02,69.02,77.81
5574,34.63,69.63,78.24
5575,15.71,50.71,65.00
5576,29.93,64.93,74.95
5577,8.26,43.26,59.78
5578,34.86,69.86,78.40
5579,59.53,97.87,81.88
5580,25.83,60.83,72.08
5581,61.27,70.85,81.88
5582,35.11,70.11,78.58
5583,44.17,69.06,86.62
5584,47.65,75.59,89.24
5585,40.03,75.03,82.02
5586,44.57,69.82,86.93
5587,17.21,52.21,66.05
5588,60.45,99.59,81.88
5589,35.26,70.26,78.68
5590,26.98,61.98,72.89
5591,7.37,42.37,59.16
5592,69.65,70.85,81.88
5593,25.56,60.56,71.89
5594,45.85,80.85,86.09
5595,29.75,64.75,74.83
5596,47.86,76.00,89.40
5597,24.86,59.86,71.40
5598,47.19,74.73,88.89
5599,44.16,69.05,86.62
5600,50.83,81.55,91.62
5601,51.06,81.99,91.79
5602,51.07,82.00,91.80
5603,53.53,86.61,93.64
5604,35.58,70.58,78.91
5605,21.52,56.52,69.06
5606,60.01,98.78,81.88
5607,41.25,63.59,84.43
5608,34.35,69.35,78.04
5609,34.58,69.58,78.21
5610,25.48,60.48,71.84
5611,50.13,80.24,91.10
5612,58.92,96.72,97.69
5613,30.23,65.23,75.16
5614,26.10,61.10,72.27
5615,42.28,65.53,85.21
5616,48.60,77.38,89.95
5617,40.02,61.30,83.52
5618,59.65,98.09,81.88
5619,17.09,52.09,65.96
5620,52.97,85.57,93.23
5621,41.82,76.82,83.27
5622,59.45,97.73,98.09
5623,14.33,49.33,64.03
5624,37.93,57.38,81.95
5625,40.31,75.31,82.22
5626,57.93,94.86,96.95
5627,29.55,41.65,75.66
5628,54.68,88.78,94.51
5629,54.80,88.99,94.60
5630,29.72,64.72,74.81
5631,48.86,77.87,90.15
5632,26.13,61.13,72.29
5633,40.22,61.66,83.66
5634,38.52,73.52,80.96
5635,39.95,61.15,83.46
5636,26.09,61.09,72.26
5637,4.86,39.86,57.40
5638,43.90,68.57,86.43
5639,22.58,57.58,69.80
5640,49.86,79.73,90.89
5641,40.05,33.81,53.17
5642,34.47,69.47,78.13
5643,39.33,59.99,83.00
5644,47.59,75.48,89.19
5645,16.57,51.57,65.60
5646,47.84,75.96,89.38
5647,31.96,66.96,76.38
5648,45.50,71.56,87.62
5649,31.00,66.00,75.70
5650,28.35,63.35,73.84
5651,25.51,60.51,71.86
5652,31.09,66.09,75.76
5653,49.16,78.43,90.37
5654,45.29,80.29,85.70
5655,34.48,69.48,78.14
5656,24.15,59.15,70.91
5657,24.24,59.24,70.97
5658,48.69,77.55,90.02
5659,48.73,77.62,90.05
5660,27.57,62.57,73.30
5661,35.63,70.63,78.94
5662,32.56,67.56,76.80
5663,7.24,42.24,59.07
5664,62.83,70.85,81.88
5665,26.65,61.65,72.65
5666,47.78,75.84,89.34
5667,45.70,80.70,85.99
5668,59.67,98.13,81.88
5669,23.67,58.67,70.57
5670,65.72,70.85,81.88
5671,13.73,48.73,63.61
5672,45.61,71.78,87.71
5673,55.49,90.30,95.12
5674,61.14,70.85,81.88
5675,48.67,77.51,90.00
5676,40.84,62.82,84.13
5677,35.60,53.01,80.20
5678,37.66,72.66,80.36
5679,71.31,70.85,81.88
5680,32.62,67.62,76.83
5681,56.13,91.50,95.60
5682,56.92,92.97,96.19
5683,48.60,77.37,89.95
5684,49.95,84.95,88.96
5685,49.01,78.15,90.26
5686,32.55,67.55,76.78
5687,45.63,71.80,87.72
5688,15.95,50.95,65.16
5689,32.32,67.32,76.63
5690,20.32,55.32,68.22
5691,40.55,75.55,82.38
5692,18.96,53.96,67.27
5693,20.24,55.24,68.17
5694,38.61,73.61,81.03
5695,39.03,74.03,81.32
5696,67.83,70.85,81.88
5697,47.88,82.88,87.51
5698,32.42,67.42,76.70
5699,34.29,69.29,78.01
5700,35.91,70.91,79.14
5701,26.68,61.68,72.67
5702,22.44,57.44,69.71
5703,30.27,65.27,75.19
5704,48.75,77.66,90.07
5705,21.93,56.93,69.35
5706,43.27,78.27,84.29
5707,10.40,45.40,61.28
5708,45.46,71.49,87.60
5709,24.10,59.10,70.87
5710,48.83,77.80,90.12
5711,49.35,78.78,90.51
5712,47.10,74.56,88.83
5713,45.34,71.26,87.50
5714,59.70,98.19,81.88
5715,53.53,86.62,93.65
5716,37.67,72.67,80.37
5717,51.13,82.11,91.84
5718,40.81,75.81,82.57
5719,39.26,59.87,82.95
5720,49.15,84.15,88.40
5721,60.56,99.80,81.88
5722,27.86,62.86,73.50
5723,35.68,70.68,78.97
5724,55.64,90.57,95.23
5725,45.87,80.87,86.11
5726,52.35,84.40,92.76
5727,19.21,54.21,67.45
5728,52.39,84.47,92.79
5729,31.12,66.12,75.78
5730,45.51,71.58,87.63
5731,38.82,73.82,81.18
5732,24.54,59.54,71.17
5733,34.35,69.35,78.04
5734,20.86,55.86,68.60
5735,36.97,55.56,81.23
5736,36.31,71.31,79.41
5737,49.06,78.24,90.30
5738,46.53,73.50,88.40
5739,44.95,79.95,85.46
5740,25.45,60.45,71.82
5741,31.93,66.93,76.35
5742,55.34,90.01,95.00
5743,16.76,51.76,65.73
5744,33.66,68.66,77.56
5745,47.21,74.78,88.91
5746,31.18,66.18,75.83
5747,33.34,68.34,77.34
5748,37.46,56.49,81.60
5749,33.18,68.18,77.23
5750,57.89,94.80,96.92
5751,50.71,81.33,91.53
5752,55.20,89.74,94.90
5753,58.03,95.06,97.02
5754,39.09,59.55,82.82
5755,38.87,73.87,81.21
5756,58.69,96.29,97.51
5757,52.13,87.13,90.49
5758,27.68,62.68,73.38
5759,47.09,74.55,88.82
5760,44.23,79.23,84.96
5761,27.42,62.42,73.19
5762,57.37,93.81,96.52
5763,32.54,67.54,76.78
5764,74.52,70.85,81.88
5765,25.67,60.67,71.97
5766,35.26,70.26,78.68
5767,51.43,82.68,92.07
5768,29.03,64.03,74.32
5769,50.65,81.23,91.49
5770,57.26,93.61,96.44
5771,40.46,62.11,83.85
5772,27.56,62.56,73.29
5773,56.21,91.65,95.66
5774,31.85,66.85,76.29
5775,46.01,72.53,88.01
5776,44.79,79.79,85.35
5777,48.58,83.58,88.00
5778,11.35,46.35,61.94
5779,50.38,80.71,91.29
5780,39.90,74.90,81.93
5781,59.90,98.57,81.88
5782,43.72,78.72,84.61
5783,40.38,75.38,82.26
5784,50.87,81.64,91.65
5785,10.54,45.54,61.38
5786,37.66,72.66,80.36
5787,27.57,62.57,73.30
5788,33.21,48.51,78.40
5789,33.66,68.66,77.56
5790,36.76,71.76,79.73
5791,68.84,70.85,81.88
5792,53.68,86.90,93.76
5793,13.10,48.10,63.17
5794,22.79,57.79,69.95
5795,46.70,73.81,88.52
5796,29.71,64.71,74.80
5797,16.89,51.89,65.82
5798,30.06,65.06,75.04
5799,41.14,76.14,82.79
5800,43.33,78.33,84.33
5801,28.68,63.68,74.07
5802,26.94,61.94,72.86
5803,49.92,79.84,90.94
5804,32.90,67.90,77.03
5805,25.61,60.61,71.93
5806,22.72,57.72,69.90
5807,58.11,95.21,97.08
5808,53.70,86.93,93.77
5809,27.76,62.76,73.43
5810,47.33,75.00,89.00
5811,50.21,80.39,91.15
5812,43.25,67.34,85.94
5813,22.44,57.44,69.71
5814,52.58,84.84,92.94
5815,27.39,62.39,73.18
5816,24.68,59.68,71.28
5817,39.13,74.13,81.39
5818,43.99,68.73,86.49
5819,30.40,65.40,75.28
5820,48.23,76.68,89.67
5821,50.85,85.85,89.59
5822,49.90,79.81,90.93
5823,48.74,77.64,90.06
5824,31.89,66.89,76.32
5825,24.58,59.58,71.21
5826,43.37,67.57,86.03
5827,57.37,93.83,96.53
5828,58.83,96.55,97.62
5829,32.41,67.41,76.69
5830,35.17,70.17,78.62
5831,53.03,85.68,93.27
5832,21.33,56.33,68.93
5833,60.24,99.20,81.88
5834,34.05,69.05,77.84
5835,26.05,61.05,72.23
5836,53.74,87.01,93.80
5837,61.75,70.85,81.88
5838,25.58,60.58,71.91
5839,28.16,63.16,73.71
5840,48.46,77.11,89.84
5841,59.78,98.34,81.88
5842,59.78,98.33,81.88
5843,49.58,79.21,90.68
5844,38.64,58.70,82.48
5845,44.28,79.28,84.99
5846,29.40,64.40,74.58
5847,49.90,79.81,90.92
5848,42.24,65.45,85.18
5849,23.36,58.36,70.35
5850,69.66,70.85,81.88
5851,48.42,83.42,87.89
5852,55.62,90.53,95.21
5853,55.61,90.51,95.20
5854,56.95,93.03,96.21
5855,22.40,57.40,69.68
5856,22.83,57.83,69.98
5857,48.28,83.28,87.80
5858,34.79,51.47,79.59
5859,35.00,51.88,79.75
5860,49.30,78.69,90.48
5861,48.86,77.86,90.15
5862,36.21,71.21,79.35
5863,42.82,77.82,83.98
5864,45.92,72.35,87.94
5865,24.15,59.15,70.90
5866,51.40,82.62,92.05
5867,34.73,69.73,78.31
5868,10.48,45.48,61.34
5869,31.58,66.58,76.10
5870,34.94,51.76,79.70
5871,38.02,73.02,80.61
5872,19.99,54.99,67.99
5873,26.86,61.86,72.80
5874,27.25,62.25,73.07
5875,35.63,53.05,80.22
5876,41.85,76.85,83.30
5877,29.55,64.55,74.69
5878,42.97,66.81,85.72
5879,41.54,64.13,84.65
5880,23.61,58.61,70.53
5881,50.86,81.62,91.65
5882,45.61,71.76,87.70
5883,20.05,55.05,68.04
5884,45.46,71.49,87.59
5885,25.39,60.39,71.77
5886,16.80,51.80,65.76
5887,40.96,63.05,84.22
5888,21.94,56.94,69.36
5889,20.69,55.69,68.48
5890,54.41,88.27,94.31
5891,50.18,80.33,91.13
5892,54.73,88.86,94.54
5893,27.91,62.91,73.54
5894,41.97,64.95,84.98
5895,55.24,89.82,94.93
5896,22.90,57.90,70.03
5897,49.11,78.33,90.33
5898,55.18,89.70,94.88
5899,29.67,64.67,74.77
5900,3.95,38.95,56.76
5901,29.87,64.87,74.91
5902,52.16,84.06,92.62
5903,21.43,56.43,69.00
5904,50.57,81.07,91.43
5905,43.39,67.61,86.04
5906,26.11,35.21,73.08
5907,31.40,66.40,75.98
5908,53.79,87.11,93.85
5909,46.22,72.92,88.17
5910,8.22,43.22,59.76
5911,16.23,51.23,65.36
5912,50.05,80.09,91.04
5913,47.44,82.44,87.21
5914,36.84,55.33,81.13
5915,29.93,64.93,74.95
5916,42.58,77.58,83.81
5917,43.32,67.48,85.99
5918,44.50,79.50,85.15
5919,28.20,63.20,73.74
5920,35.82,70.82,79.07
5921,42.08,77.08,83.46
5922,39.70,74.70,81.79
5923,60.27,99.26,81.88
5924,40.16,61.54,83.62
5925,28.27,63.27,73.79
5926,24.00,59.00,70.80
5927,55.71,90.71,95.28
5928,19.72,54.72,67.80
5929,47.50,75.32,89.13
5930,14.67,49.67,64.27
5931,54.38,88.21,94.28
5932,45.37,80.37,85.76
5933,43.69,68.16,86.26
5934,49.56,79.18,90.67
5935,54.90,89.18,94.67
5936,26.44,61.44,72.51
5937,55.95,91.15,95.46
5938,59.20,97.24,97.90
5939,39.46,74.46,81.62
5940,52.60,84.88,92.95
5941,39.30,74.30,81.51
5942,49.14,78.38,90.35
5943,26.18,61.18,72.32
5944,64.42,70.85,81.88
5945,46.97,74.31,88.73
5946,31.00,66.00,75.70
5947,19.49,54.49,67.65
5948,26.26,61.26,72.38
5949,54.30,88.06,94.22
5950,40.71,75.71,82.49
5951,14.62,49.62,64.24
5952,50.50,80.93,91.37
5953,29.57,64.57,74.70
5954,49.64,79.32,90.73
5955,44.37,69.44,86.78
5956,53.92,87.35,93.94
5957,51.29,82.43,91.97
5958,42.31,77.31,83.61
5959,55.85,90.96,95.39
5960,51.86,83.48,92.39
5961,35.62,70.62,78.93
5962,68.12,70.85,81.88
5963,52.32,84.35,92.74
5964,48.42,77.04,89.82
5965,32.41,67.41,76.69
5966,51.14,82.14,91.86
5967,28.88,63.88,74.22
5968,41.35,76.35,82.95
5969,44.27,79.27,84.99
5970,27.86,62.86,73.50
5971,46.93,74.24,88.70
5972,20.48,55.48,68.33
5973,23.02,58.02,70.11
5974,46.94,81.94,86.86
5975,45.57,71.70,87.68
5976,24.29,59.29,71.00
5977,51.54,82.89,92.16
5978,47.18,82.18,87.03
5979,44.98,70.59,87.24
5980,5.85,40.85,58.09
5981,39.62,74.62,81.73
5982,34.93,69.93,78.45
5983,52.37,84.45,92.78
5984,42.92,66.72,85.69
5985,44.54,69.77,86.91
5986,51.46,82.74,92.10
5987,38.95,73.95,81.27
5988,47.46,75.23,89.09
5989,12.95,47.95,63.06
5990,55.45,90.22,95.09
5991,51.65,83.09,92.23
5992,25.07,60.07,71.55
5993,46.55,73.54,88.41
5994,27.69,62.69,73.38
5995,33.45,68.45,77.42
5996,36.22,54.16,80.66
5997,44.53,69.73,86.89
5998,50.64,81.20,91.48
5999,59.29,97.41,97.97
6000,53.50,86.56,93.63
6001,23.81,58.81,70.67
6002,18.91,53.91,67.23
6003,8.30,43.30,59.81
6004,41.74,64.51,84.80
6005,27.40,62.40,73.18
6006,37.82,57.17,81.87
6007,43.96,68.68,86.47
6008,46.27,73.00,88.20
6009,50.47,80.89,91.35
6010,31.86,66.86,76.30
6011,19.61,54.61,67.72
6012,58.22,95.41,97.16
6013,16.23,51.23,65.36
6014,34.83,51.56,79.63
6015,47.90,76.07,89.43
6016,43.16,78.16,84.21
6017,28.30,63.30,73.81
6018,44.47,79.47,85.13
6019,46.47,81.47,86.53
6020,40.13,75.13,82.09
6021,30.53,65.53,75.37
6022,41.75,64.54,84.82
6023,13.42,48.42,63.40
6024,31.42,66.42,75.99
6025,46.65,73.71,88.48
6026,53.39,86.36,93.55
6027,38.32,73.32,80.82
6028,44.16,69.04,86.62
6029,23.13,58.13,70.19
6030,29.85,64.85,74.89
6031,50.04,80.07,91.03
6032,51.32,82.47,91.99
6033,38.26,57.99,82.20
6034,48.24,76.69,89.68
6035,77.96,70.85,81.88
6036,22.19,57.19,69.53
6037,57.20,93.50,96.40
6038,27.24,62.24,73.07
6039,38.33,58.12,82.25
6040,44.26,69.23,86.69
6041,45.11,80.11,85.58
6042,46.81,74.02,88.61
6043,22.62,57.62,69.83
6044,13.90,48.90,63.73
6045,24.82,59.82,71.37
6046,41.83,76.83,83.28
6047,52.06,83.86,92.54
6048,27.93,62.93,73.55
6049,18.86,53.86,67.20
6050,53.66,86.86,93.74
6051,61.33,70.85,81.88
6052,45.63,71.81,87.72
6053,62.02,70.85,81.88
6054,33.48,68.48,77.44
6055,48.04,76.32,89.53
6056,23.63,58.63,70.54
6057,47.43,75.17,89.07
6058,42.30,77.30,83.61
6059,74.95,70.85,81.88
6060,63.68,70.85,81.88
6061,31.03,66.03,75.72
6062,49.25,78.60,90.44
6063,36.59,54.85,80.94
6064,43.43,67.68,86.07
6065,18.04,53.04,66.63
6066,20.81,55.81,68.57
6067,31.38,66.38,75.96
6068,19.64,54.64,67.75
6069,39.02,59.40,82.76
6070,29.81,64.81,74.87
6071,52.87,85.37,93.15
6072,32.45,67.45,76.71
6073,46.91,74.20,88.68
6074,17.65,52.65,66.35
6075,54.32,88.10,94.24
6076,26.06,61.06,72.24
6077,25.51,60.51,71.85
6078,27.56,62.56,73.29
6079,39.22,74.22,81.45
6080,44.26,69.24,86.70
6081,32.82,67.82,76.97
